tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
5.0,80.0,"(0.0, -4, 4, 0.0)",1.0,0.4788981931506965,0.7883991625746242,1.680227205991186,all
5.0,80.0,"(0.0, -4, -4, 0.0)",1.0,0.53040892534685,0.9187746200150898,1.8615850030088188,all
5.0,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.6259765028591349,0.6903499770426391,1.8080241386541036,all
5.0,90.0,"(0.0, 4, 4, 0.0)",1.0,0.5626960709569057,0.6474425058585714,1.6351024653299688,all
5.0,90.0,"(0.0, 4, -4, 0.0)",1.0,0.5667254448112057,0.6551264997913315,1.6814934066618406,all
5.0,90.0,"(0.0, -4, 4, 0.0)",1.0,0.7105651117374667,0.7336840471807285,1.962542417585549,all
5.0,90.0,"(0.0, -4, -4, 0.0)",1.0,0.7494059760312973,0.8049453473744795,2.174400070594371,all
5.25,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.19752667890032796,0.7044230599411304,1.2811924146951388,all
5.25,70.0,"(0.0, 4, 4, 0.0)",1.0,0.16099107203964663,0.6381813645051252,1.1650298336320373,all
5.25,70.0,"(0.0, 4, -4, 0.0)",1.0,0.1616389714255704,0.6421897890072662,1.176566814353668,all
5.25,70.0,"(0.0, -4, 4, 0.0)",1.0,0.29016296018755244,0.8345566405672405,1.4691133179199303,all
5.25,70.0,"(0.0, -4, -4, 0.0)",1.0,0.39395632403915587,1.2351228692418996,1.6120051582251347,all
5.25,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.4256877054019928,0.7214246672073775,1.5911573246244746,all
5.25,80.0,"(0.0, 4, 4, 0.0)",1.0,0.3606141334375187,0.6594524848091132,1.4304916790935711,all
5.25,80.0,"(0.0, 4, -4, 0.0)",1.0,0.36320168631339067,0.6668700029304268,1.4607424536953777,all
5.25,80.0,"(0.0, -4, 4, 0.0)",1.0,0.5438702708779299,0.8065722071535485,1.7773012754425155,all
5.25,80.0,"(0.0, -4, -4, 0.0)",1.0,0.6283784266381532,0.9985499425466897,1.9845524739364186,all
5.25,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.66950065504342,0.6950899439799778,1.895702456140955,all
5.25,90.0,"(0.0, 4, 4, 0.0)",1.0,0.6014537207498336,0.6499544398413976,1.6971317380768636,all
5.25,90.0,"(0.0, 4, -4, 0.0)",1.0,0.6065800564511333,0.6593432132413065,1.755844274731731,all
5.25,90.0,"(0.0, -4, 4, 0.0)",1.0,0.7566791061890419,0.735197537533108,2.057921798512066,all
5.25,90.0,"(0.0, -4, -4, 0.0)",1.0,0.8051075371930051,0.8221581548671277,2.279592616831027,all
5.5,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.23095010086529277,0.7201156001164131,1.3425263207247502,all
5.5,70.0,"(0.0, 4, 4, 0.0)",1.0,0.18538976684083994,0.6455531213456691,1.2070549903321817,all
5.5,70.0,"(0.0, 4, -4, 0.0)",1.0,0.18634352369739365,0.6507552974231433,1.2222235644697803,all
5.5,70.0,"(0.0, -4, 4, 0.0)",1.0,0.3519952088512485,0.8638343818414086,1.5571742785970855,all
5.5,70.0,"(0.0, -4, -4, 0.0)",1.0,0.5449660868756236,1.4210341460392941,1.4972576451623592,all
5.5,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.4748043659793471,0.7318611837795959,1.6644053520759534,all
5.5,80.0,"(0.0, 4, 4, 0.0)",1.0,0.3995536975170874,0.6642465944779995,1.480239869296186,all
5.5,80.0,"(0.0, 4, -4, 0.0)",1.0,0.4030648986436472,0.6735251281784633,1.5186547910038906,all
5.5,80.0,"(0.0, -4, 4, 0.0)",1.0,0.610185250487904,0.8183024269350144,1.864516939765543,all
5.5,80.0,"(0.0, -4, -4, 0.0)",1.0,0.7307293976070043,1.0642447288677686,1.9766619033498543,all
5.5,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.709913773069803,0.695634109491888,1.9759994346963794,all
5.5,90.0,"(0.0, 4, 4, 0.0)",1.0,0.6388624030566917,0.649410093004594,1.7524454994255658,all
5.5,90.0,"(0.0, 4, -4, 0.0)",1.0,0.6451232735381233,0.6605133111354006,1.8246240232837285,all
5.5,90.0,"(0.0, -4, 4, 0.0)",1.0,0.7954957082911087,0.7298368813680604,2.1368398272860256,all
5.5,90.0,"(0.0, -4, -4, 0.0)",1.0,0.8480764688279135,0.8226790760481321,2.2528788603179364,all
5.75,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.26768507564722366,0.7352227915603116,1.4059025324319192,all
5.75,70.0,"(0.0, 4, 4, 0.0)",1.0,0.2117524798849111,0.6520850917389434,1.2491205352299921,all
